id,category,brand,description,price,title
11613418,Computers_and_Accessories,Zebra@en,"Zebra ZXP7 card printer, color dye sublimation or thermal-transfer printing, USB/Ethernet interface, single sided printing, magstripe encoder, HiCo/LoCo ISO standard, 12 dots/mm (300 dpi) resolution@en",,Zebra Card Printer ZXP7@en Zebra ZXP7 cod.Z71-A00C0000EM00 @en
3233055,Computers_and_Accessories,,"1TB Seagate ST1000DM003 Barracuda 7200.14, SATA 6Gb/s, 7200rpm, 64MB Cache, 8ms, NCQ, OEM @en",,Seagate Barracuda 1TB Internal SATA 3 Hard Drive@en Drive LN42410 - ST1000DM003 | SCAN UK@en
16748178,Computers_and_Accessories,HP Enterprise,Description: HP StorageWorks MSA50 10-BAY 1U RM SATA/SAS ENCLOSURE Option Part# 364430-B21,"CAD, $389.94 CAD",364430-B21 HP MSA50 10-Bay 1U Enclosure Null
8844074,Computers_and_Accessories,TP-Link Technologies@en,,,"TP-LINK TL-SG1024D 24-Port Gigabit Switch - switch 24 ports unmanaged desktop @en, TP-LINK desktop@en Prices CNET@en"
16853146,Other_Electronics,,,,StarTech.com 2-Port USB Dual DisplayPort KVM Switch with Audio and 2.0 Hub@en (SV231DPDDUA)@en
5922997,Computers_and_Accessories,Corsair@en,"2400MHz RAM Speed, CAS 14-16-16-31 Timings, 1.20-1.35v VDIMM, Lifetime Warranty with OcUK.@en",,Corsair Vengeance LPX 16GB (2x8GB) DDR4 PC4-19200C14 2400MHz Dual Channel Kit - Black (CMK16GX4M2A24@en ▷ Corsair 2400MHz… | OcUK@en
16456123,Computers_and_Accessories,,,,Corsair Vengeance LPX CMK32GX4M2B3200C16 - Prijzen @NL Tweakers@NL
12375522,Computers_and_Accessories,,"The ThinkServer TD350 combines the latest Intel Xeon performance, with legendary Think quality and excellent systems management capabilities to deliver a high performance, maximum storage density design, great for SMB, mid-market and remote offices. TD350 is a dual-socket tower server providing full enterprise capabilities in a 4U tower form factor. With up to 32 processor cores and 90 TB of storage, the TD350 is ideal for SMB and large enterprise applications. A complete portfolio of systems management tools increases uptime and productivity while keeping costs low. Enhanced hardware monitoring, alerts and diagnostics combined with integrated provisioning and deployment tools make TD350 the ultimate solution for any environment. Think Enterprise Engineered for maximum performance and storage capacity, ideal for small and medium business.","$, 2,386.99",Lenovo ThinkServer TD350 - tower Xeon E5-2620V3 2.4 GHz 8 GB 0 GB Lenovo 70DG0009UX x86 Based Servers CDW.com
4516190,Computers_and_Accessories,,,,Open Box Lenovo ThinkPad Yoga 11e G3 Celeron N3160 1.6GHz 4GB 16GB ac BT WC 3C 11.6 HD MT Chrome@en (20GE0003US)@en
17301748,Computers_and_Accessories,AMD@en,"Eight Core Technology, Unlocked Multiplier, 3.20GHz Clock Speed, 8MB L2 Cache, 8MB L3 Cache, 64-Bit Technology, HyperTransport 3.0 Technology, 3 Year Warranty.@en",,AMD Piledriver FX-8 Eight Core 8320E Black Edition 3.20GHz (Socket AM3+) Processor - Retail@en ▷ AMD (… | OcUK@en
16617213,Computers_and_Accessories,,,,Kingston DataTraveler MicroDuo 32GB USB 3.0@es 3.0 |PcComponentes @es
12961032,Computers_and_Accessories,,Tipologia interfaz LAN: PCIE; Conector puerta LAN: WiFi; Velocidad LAN: 867 Mbps; Bus de Sistema: PCI Express; Wake-on-Lan: Sí; Alimentación por medio del BUS: Sí,,PCI-E DUAL-BAND 802.11AC BLUETOOTH BLUETOOTH | Tradineur.com
14421486,Computers_and_Accessories,Samsung,M393B2G70DB0-YK0 CZC 16GB 240p PC3-12800 CL11 36c 1024x4 DDR3-1600 2Rx4 1.35V ECC RDIMM NLM,"89.98, USD",Samsung M393B2G70DB0-YK0 CZC 16GB 240p PC3-12800 CL11 36c 1024x4 DDR3-1600 2Rx4 1.35V ECC RDIMM NLM
1850338,Computers_and_Accessories,Apple@en,,,"Apple MacBook Pro (13-inch, Summer 2012)@en (15 in 2012) Prices - CNET@en"
3387609,Computers_and_Accessories,,,,Kingston HyperX Fury DDR4 2400 PC4-19200 32GB 2X16GB CL15@es CL15 |PcComponentes @es
11977925,Computers_and_Accessories,,,,Corsair Dominator Platinum CMD16GX4M2B3000C15 - Prijzen @NL Tweakers@NL
16589829,Computers_and_Accessories,Corsair@en,"1600MHz RAM Speed, CAS 9-9-9-24 Timings, 1.55-1.65v VDIMM, Lifetime Warranty with Corsair.@en",,Corsair XMS3 8GB (2x4GB) DDR3 PC3-12800C9 1600MHz Dual Channel Kit (CMX8GX3M2A1600C9)@en ▷ Corsair Chann… | OcUK@en
5956530,Computers_and_Accessories,,"There's more to mini than meets the eye. The new iPad mini 4 puts uncompromising performance and potential in your hand. It's thinner and lighter than ever before, yet powerful enough to help you take your ideas even further.","$, 422.99",Apple iPad mini 4 Wi-Fi - tablet 128 GB 7.9 Apple 7.9 MK9Q2LL/A Tablets CDW.com
15892963,Other_Electronics,,"Apogee Element 46 - 12 In/14 Out Thunderbolt Audio Interface, Balanced XLR, ADAT, SMUX, SPDIF, Word Clock (Mac only) @en",,Apogee Element 46 Thunderbolt Audio Interface (Mac only)@en only) LN78492 | SCAN UK@en
13262151,Computers_and_Accessories,HP Enterprise,Description:HP AMD Opteronï¿½ 2354 DL165 G5(2.2GHz/4-core/2MB/75W ACP)Full Processor Option KitPart Number(s)Manufacturer Part# 445974-B21,"CAD, $124.74 CAD",445974-B21 HP Opteron 2354 2.2GHz DL165 G5 Null
573121,Computers_and_Accessories,,,,SanDisk CompactFlash Extreme Pro 32GB 32GB - Foto Erhardt
14093420,Computers_and_Accessories,,"40,6 cm Sleeve case Negro EVA Monótono @es",,case Logic LAPS116K 16 Sleeve Negro maletines para portátil@es HP ProBook 430 G4 i5-7200U 4GB 128GB SSD 13.3 W10Pro - Black Friday... @es
10592413,Computers_and_Accessories,,,,"AMD Processor, AMD QC A10-9700E 3.0GHz 3.5GHz Turbo 2MB L2 Cache 35W 2400MHz DDR4@en Buy Processor at Connection Public Sector Solutions@en"
17075284,Computers_and_Accessories,HP Enterprise,Description:HP 1GB Unbuffered PC2-5300 ECC DIMM (1 x 1GB)Part Number(s) HP Part# 432804-B21,,"432804-B21 HP 1GB PC2-5300 ECC DIMM, Null New 432804-B21 DIMM Wholesale Price 432804-B21"
15166102,Computers_and_Accessories,HP Enterprise,Description:Intel Xeon X5470 DL360 G5(3.33GHz/4-core/12MB/120W)Full Processor Option KitPart Number(s)Option Part# 487511-B21,,"487511-B21 HP Xeon X5470 3.33GHz DL360 G5, Null New 487511-B21 G5 Wholesale Price 487511-B21"
5767862,Computers_and_Accessories,Asus@en,"Skylake 6th Gen, DDR3, 2x PCIE x16, 1x PCIE x1, 1x PCI, 4x SATA 6Gb/s, M.2 (SATA/PCIE), Gigabit LAN, 7.1 HD Audio, 6x USB3.0, 6x USB2.0, Crossfire@en",,Asus H170M-E D3 Intel H170 (Socket 1151) DDR3 Micro ATX Motherboard@en ▷ Asus Moth… | OcUK@en
8110084,Computers_and_Accessories,,"Fabricante: Intel; Tecnología: Core i5; Velocidad de clock: 2,800 GHz; RAM Instalada: 8 GB; Dimensión Total Soportes: 1.024 GB; S.o.: Mac OS X; Modelo: Iris Graphics",,MAC MINI I5 8/1TBFD IRIS GRAPHIC GRAPHIC | Tradineur.com
12412016,Computers_and_Accessories,HP Enterprise,Description:HP 36.4GB U160 SCSI Hot Plug 15K RPM Hard DriveGenuine HPE Serial Number and FirmwarePart Number(s) Option Part# 232916-B22 Spare Part# 233350-001 Assembly Part# 235065-002,,"235065-002 HP 36.4-GB U160 SCSI HPLUG 15K HDD, Null New 235065-002 HDD Wholesale Price 235065-002"
10443511,Computers_and_Accessories,,"256GB SanDisk Z400s, M.2 (22x80) SSD, M.2 SATA, SM2246XT, 2.23mm, Read 546MB/s, Write 342MB/s, 36.6k/69.4k IOPS, Retail @en",,Sandisk 256GB Z400s M.2 SATA Business Class SSD/Solid State Drive@en Drive LN70221 - SD8SNAT-256G-1122 | SCAN UK@en
14740830,Computers_and_Accessories,HP Enterprise,Description:Fan: Fan - Chassis Fan 120MM 130CFM V/Speed 3BLPart Number(s) Manufacturer Part# 122633-001,,"122633-001 - FAN CHASSIS 120MM 130, Null New 122633-001 130 Wholesale Price 122633-001"
14852533,Computers_and_Accessories,Intel@en,"3.6GHz base frequency, 4GHz Max Turbo Frequency, 6 Cores, 12 Threads, 15MB Cache, 40 PCI-E Lanes@en",,Intel i7-6850K 3.60GHz (Broadwell-E) Socket LGA2011-V3 Processor - Retail@en ▷ Intel Proce… | OcUK@en
5739601,Computers_and_Accessories,Crucial@en,Boot up almost instantly. Load programs in seconds. And accelerate demanding applications with ease. It all starts with ditching your hard drive@en,,Crucial BX100 500GB SSD SATA 6Gbps 7mm Solid State Drive (CT500BX100SSD1)@en ▷ Crucial (CT… | OcUK@en
13338275,Computers_and_Accessories,Apple@en,,,Apple 21.5 iMac 2.9GHz Intel Quad-Core i5 Desktop Computer@en Computer - MD094LL/A Abt@en
15811361,Computers_and_Accessories,Intel,,,Intel - Core i7-8700K 3.7GHz 6-Core Processor Processor (BX80684I78700K) PCPartPicker Australia
7759463,Computers_and_Accessories,,up to 2.5 GHz burst frequency connect and share in more ways than ever before. Now ready for pen it's the one device everything you're into. Windows 10 Home 64; Intel® Pentium® N4200 (1.1 base Pavilion x360 is a laptop 2 MB cache toll-free technical support; 90 days limited software support (from date of purchase); @en 4 cores); 11.6' diagonal HD touch display; GB DDR3L-1600 SDRAM (1 x GB); 500 5400 rpm SATA; 1 year hardware warranty Be free create,"CAD@en, 549.99@en",HP Pavilion x360 - 11-ad018ca@en
10140101,Computers_and_Accessories,Western Digital@en-US,"WD Black performance storage is designed to enhance your PC experience across heavier computing tasks whether you are a digital artist, video editor, photographer, or gamer. Available with an impressive 128 MB of DRAM cache on higher capacity models, the WD Black drive is optimized for drive performance so you can spend more time experiencing the things you love most. Enhance your PC's performance even further when you combine a WD Black drive with an SSD for a dual drive configuration, allowing you to benefit from the additional caching of your operating system onto the SSD for increased performance. All together, the WD Black drive gives you the hard drive performance, capacity and an industry leading 5-year limited warranty for an inspiring three-in-one storage solution.@en-US",,WD Black 6TB Performance Desktop Hard Disk Drive - 7200 RPM SATA 6 Gb/s 128MB Cache 3.5 Inch WD6001FZWX@en-US Data Storage Page 21 | Laptops Outlet Direct@en-US
4645548,Computers_and_Accessories,,Procesador: AMD Radeon RX460; Memory BUS: 128 Bit; Velocidad GPU: 1.244 MHz; Memoria vídeo: 2.048 MB; Velocidad de la memoria: 7.000 MHz; Tipo de memoria vídeo: GDDR5; Ventilador: Sí,,GRAFICA DUAL-RX460-O2G DUAL-RX460-O2G | Tradineur.com
5799692,Computers_and_Accessories,,"The ultra-thin, feather-light ASUS Transformer Mini is two amazing devices in one. Built from a magnesium-aluminum alloy, it's ultra portable and has a long battery life.","$, 401.98",ASUS Transformer Mini T102HA D4 - 10.1 Atom x5 Z8350 4 GB RAM 128 GB ASUS T102HA-D4-GR Notebook Computers CDWG.com
10617368,Computers_and_Accessories,,"There are many demands on your serverâ¦is it performing reliably and efficiently? When you choose HPE DDR3 SmartMemory, you get significant data transfer speed and capacity improvements over older DDR technologies, backed by our industry-leading reliability. All of our SmartMemory goes through rigorous modeling, qualification and testing processes that unlock extended memory performance features. This extensive testing ensures that your HPE server memory is completely compatible with and optimized for your HPE server. HPE servers configured with HPE DDR3 SmartMemory deliver extended performance and manageability in a number of configurations that is not supported using third-party DIMMs.","$, 396.99",HPE - DDR3 16 GB DIMM 240-pin HPE 240-pin 672631-B21 Server Memory CDW.com
11435642,Computers_and_Accessories,HP Enterprise,Description:5 x HPE 3TB 3.5-inch (LFF) Serial ATA (SATA) 6G7.2K Hot-Plug Midline (MDL) Hard Drive in G8 G9(Gen8 Gen9) SmartDrive Carrier (SC) (as pictured)Genuine HPE serial number and firmwareGenuine HPE Certified Hard DrivePart Number(s) Option Part# 628061-S21 Spare Part# 628182-001,,"628061-S21 HP G8 G9 3-TB 6G 7.2K 3.5 SATA SC, Null New 628061-S21 SC 5 Pack Wholesale Price 628061-S21-5Pack"
14698902,Computers_and_Accessories,,"Vengeance Low Profile heat spreaders have a reduced height of 1.03. They're designed for high-performance systems with extra-large CPU coolers, small form factor system builds, or any other space-constrained application where you need high-performance memory but standard Vengeance modules might not fit.","$, 177.99",Corsair Vengeance - DDR3 16 GB : 2 x 8 DIMM 240-pin Corsair 240-pin CMZ16GX3M2A1600C10 Server Memory CDW.com
17480852,Computers_and_Accessories,HP Enterprise,Description:HP 512MB Unbuffered PC2-5300 ECC DIMM (1 x 512MB)Part Number(s)HP Part# 432803-B21,"CAD, $142.94 CAD",432803-B21 HP 512MB PC2-5300 ECC DIMM Null
16008323,Computers_and_Accessories,HP Enterprise,Description:HP 960GB 2.5-inch (SFF) SATALight Endurance (LE) 6G SC Solid StateEnterprise Light (EL) Hard DriveIn HPE Hot-Plug Drive tray (as pictured)Genuine serial number and firmwareGenuine Certified State DrivePart Number(s) Option Part# 756601-B21 Spare 757231-001 SmartBuy 756601-S21,"CAD, $813.74 CAD",756601-B21 HP G8 G9 960-GB 2.5 SATA LE 6G EL SSD Null
9877822,Computers_and_Accessories,Asus,,,Asus - PRIME B250M-A Micro ATX LGA1151 Motherboard Motherboard (PRIME B250M-A) PCPartPicker United Kingdom
16809387,Computers_and_Accessories,Intel,"Intel Xeon E5-2690 v2 Ten-Core Processor 3.0GHz 8.0GT/s 25MB LGA 2011 CPU, Retail",,"Intel Xeon Processor E5 2690 v2 BX80635E52690V2 (25M Cache, 3.0 GHz) Computer Components | Computers Authority"
5749089,Computers_and_Accessories,XPS@hu,,,"Az új XPS 12 Ultrabook™@hu, XPS átalakítható Ultrabook™@hu Az Ultrabook részletei – táblaszámítógép módra készen áll | Dell @hu"
15295310,Computers_and_Accessories,Corsair@en,"2400MHz RAM Speed, CAS 14-16-16-31 Timings, 1.20-1.25v VDIMM, Lifetime Warranty with OcUK.@en",,Corsair Vengeance 32GB (4x8GB) DDR4 PC4-19200C14 2400MHz Quad Channel Kit - Black (CMK32GX4M4A2400C1@en ▷ Corsair Qua… | OcUK@en
13329547,Computers_and_Accessories,Western Digital,,,Western Digital - Blue 4TB 3.5 5400RPM Internal Hard Drive Drive (WD40EZRZ) PCPartPicker
6428954,Computers_and_Accessories,,,,"Speck SeeThru MacBook 12 Case, Clear@en Clear at Connection Public Sector Solutions@en Buy Speck Case"
12530612,Computers_and_Accessories,Seagate@en,"Part of the IronWolf Pro Guardian Range, NAS Drive, 8TB Capacity, 3.5 inch, SATA 6Gb/s Interface, 7200RPM Spin Speed, 256MB Cache, 5 Year Warranty@en",,Seagate IronWolf Pro 8TB NAS 7200RPM SATA 6Gb/s 256MB Cache HDD OEM (ST8000NE0021)@en ▷ Seagate … | OcUK@en
12269671,Computers_and_Accessories,,STATION USB 3.0 DVI HDMI VGA@es,,StarTech Dock Vídeo HDMI y DVI/VGA para Portátiles USB 3.0 @es HP USB-C Travel (3.1 Gen 1) Type-C Negro - Black Frida...
2156372,Computers_and_Accessories,StarTech.com,"More>>> StarTech.com PCI1394_4 Internal IEEE 1394/Firewire interface cards/adapter: The official marketing text of StarTech.com PCI1394_4 Internal IEEE 1394/Firewire interface cards/adapter as supplied by the manufacturer Add 3 external and 1 shared internal FireWire400 ports through a PCI slotThis 4 Port PCI IEEE 1394 FireWire 400 Adapter Card turns a motherboard PCI slot into four IEEE 1394a FireWire 6-pin female ports (1 internal, 3 external) - a cost-effective solution that lets you connect any FireWire 400 device that uses a 6-pin connector to your desktop computer.The card can be installed in either Mac or PC computers, providing a practical solution for connecting iPods, MP3 players, portable drives, digital camcorders and more. The adapter card supports hot-swappable connectivity, allowing you to plug, unplug, and swap your FireWire peripherals with ease, saving time and hassle.The 4 port FireWire PCI adapter card includes a copy of ULEAD's VideoStudio SE Basic video editing software, making it easy to capture and edit video from your digital video camcorder.The StarTech.com Advantage- A shared internal FireWire port for connecting internal devices such as front panel card readers- Includes a Digital Video Editing kit to get started importing video right out of the box- Backed by a StarTech.com lifetime warranty and free lifetime technical support Short summary description StarTech.com PCI1394_4 Internal IEEE 1394/Firewire interface cards/adapter: This short summary of the StarTech.com PCI1394_4 Internal IEEE 1394/Firewire interface cards/adapter data-sheet is auto-generated and uses the product title and the first six key specs. StarTech.com PCI1394_4, PCI, IEEE 1394/Firewire, 0.4 Gbit/s, 0.326 (8.27 mm), Windows 10 Education,Windows 10 Education x64,Windows 10 Enterprise,Windows 10 Enterprise..., Mac OS 8.6, Mac OS 9.0, Mac OS 9.1, Mac OS 9.2, Mac OS X 10.0 Cheetah, Mac OS X 10.1 Puma, Mac OS... Long summary description StarTech.com PCI1394_4 Internal IEEE 1394/Firewire interface cards/adapter : StarTech.com PCI1394_4. Host interface: PCI, Output interface: IEEE 1394/Firewire. Data transfer rate (max): 0.4 Gbit/s, Package length: 0.326 (8.27 mm). Windows operating systems supported: Windows 10 Education,Windows 10 Education x64,Windows 10 Enterprise,Windows 10 Enterprise..., Mac operating systems supported: Mac OS 8.6, Mac OS 9.0, Mac OS 9.1, Mac OS 9.2, Mac OS X 10.0 Cheetah, Mac OS X 10.1 Puma, Mac OS..., Server operating systems supported: Windows Server 2003,Windows Server 2003 x64,Windows Server 2008 R2,Windows Server 2012. Width: 0.709 (18 mm), Depth: 4.72 (120 mm), Height: 3.15 (80 mm). Cables included: FireWire This is an auto-generated long summary of StarTech.com PCI1394_4 Internal IEEE 1394/Firewire interface cards/adapter based on the first three specs of the first five spec groups. , Long product name StarTech.com PCI1394_4 Internal IEEE 1394/Firewire interface cards/adapter : The short editorial description of StarTech.com PCI1394_4 Internal IEEE 1394/Firewire interface cards/adapter StarTech.com 4 Port PCI 1394a FireWire Adapter Card with Digital Video Editing Kit - PCI FireWire 400 - 1394 Card",,StarTech.com PCI1394_4 Internal IEEE 1394/Firewire interface cards/adapter 0065030785341) Product data StarTech.com cards/adapter cards/adapters (PCI1394_4
17248120,Computers_and_Accessories,HP Enterprise,Description:HP Intelï¿½ Xeonï¿½ E7-4820 BL680c G7(2.0GHz/8-core/18MB/105W)Full Processor Option KitPart Number(s) Manufacturer Part# 643774-B21,,"643774-B21 HP Xeon E74820 2.0GHz BL680c G7, Null New 643774-B21 G7 Wholesale Price 643774-B21"
4712315,Computers_and_Accessories,,"Intel Core i3 7350K, S 1151, Kaby Lake, Dual Core, 4 Thread, 4.2GHz, 4MB Cache, 1150MHz GPU, 60W, CPU, Box @en",,Intel Core i3 7350K Unlocked Kaby Lake Desktop Processor/CPU@en Processor/CPU LN77463 - BX80677I37350K | SCAN UK@en
3575332,Computers_and_Accessories,,"AMD FX processor unlocks maximum, unrestrained processing performance for extreme responsiveness you can see and feel.","$, 96.99",AMD Black Edition AMD FX 6300 / 3.5 GHz processor processor - FD6300WMHKBOX Add-In Processors (CPUs) CDW.com
15077026,Computers_and_Accessories,HP Enterprise,Overview:HP Rack-Mounting Hardware Kit ML370 G2 G3Part Number(s) Option Part# 230994-001,,"230994-001 HP Rail Kit for ML370 G2/G3, Null Price 230994-001 G2/G3 Wholesale 230994-001"
7669150,Computers_and_Accessories,,"Gigabyte GA-Z170-HD3P, Intel Z170, S 1151, DDR4, SATAe/SATA3 6Gb/s, PCIe 3.0, DVI/HDMI, ATX Motherboard @en",,Gigabyte Z170-HD3P Skylake ATX Motherboard@en Motherboard LN66201 - GA-Z170-HD3P | SCAN UK@en
13718199,Computers_and_Accessories,,"Intel Xeon processors represent a broad product line to meet a range of demanding performance and energy efficiency requirements for compute-intensive embedded, storage, and communications applications.",,Intel Xeon E5-2609V2 / 2.5 GHz processor Intel processor - 712741-B21 Add-In Processors (CPUs) CDW.com
17360340,Computers_and_Accessories,Fujitsu,Description:5 x Fujitsu 73GB Serial Attached SCSI (SAS) 2.5-inch 3G SFF Single Port Hot-Plug 10K RPM DrivePart Number(s)Fujitsu Part# MAY2073RCAlternate Part# MAV2073RC,,"MAY2073RC Fujitsu 73-GB 10K 2.5 SAS, Null Price MAY2073RC-5Pack New MAY2073RC SAS 5 Pack Wholesale"
17322197,Computers_and_Accessories,HP Enterprise,Description:StorageWorks Internal Tape Drive AIT SCSI S/E 35/70GB SCSI-2Part Number(s)Option Part# 388504-B21,,"388504-B21 HP Storageworks Internal, Null Price 388504-B21 Internal Wholesale 388504-B21"
16567684,Computers_and_Accessories,HP Enterprise,Description: 512MB DIMM DDR PC2700 ECCHewlett-Packard Part# 331561-041,,"331561-041 HP 512MB DDR RAM PC2700, Null New 331561-041 PC2700 Wholesale Price 331561-041"
6068792,Cellphones_and_Accessories,Apple@en-US,"This USB 2.0 cable connects your iPhone, iPad, or iPod with Lightning connector to your computer's USB port for syncing and charging or to the Apple USB Power Adapter for convenient charging from a wall outlet.@en-US",,Apple MD819AM/A 2 Meter Lightning to USB Cable@en-US Home Audio Accessories - Page 411 | All Tech Toys@en-US
565141,Computers_and_Accessories,Apple@en,,,Apple Mac Mini 2.4GHz Intel Core 2 Duo Computer@en Computer - MC270LL/A Abt@en
12815166,Computers_and_Accessories,,WD Black Performance Hard Drive WD2003FZEX - Disco duro - 2 TB - interno - 3.5 - SATA 6Gb/s - 7200 rpm - búfer: 64 MB@es,,HDD Black 2TB 3.5 SATA 6Gbs 64MB@es Tu tienda online líder con precios más baratos! @es Ordenadores y Servidores
13692934,Computers_and_Accessories,Seagate,Description:2 x Seagate Constellation ES 1TB Hot-Plug Serial ATA (SATA) NCQ 3.0GB/s 7200RPM 3.5-inch 32MB Hard DrivePart Number(s) Seagate Model# ST31000524NS,,"ST31000524NS Seagate 1-TB 7.2K 3.5 3G SATA, Null New ST31000524NS SATA 2 Pack Wholesale Price ST31000524NS-2Pack"
4581602,Computers_and_Accessories,1@en,• Type: Memory stick • Memory: 64 GB • USB: 3.0 • Width: 17 mm • Height: 12 mm • Length: 60 mm • Weight: 0.54 kg @en,,"USB 3.0-Stick 64GB SanDisk iXpand Flash Drive@en, USB Drive @en"
13979243,Computers_and_Accessories,,DISCO DURO INTERNO SOLIDO HDD SSD TRANSCEND SSD370 256GB 2.5 SATA III 6GB/S ULTRA DELGADO,,DISCO DURO INTERNO SOLIDO HDD SSD
6059720,Computers_and_Accessories,,"4GB Gigabyte Radeon RX 580 GAMING, 14nm Polaris, 2304 Streams, 1340MHz GPU, 7000MHz GDDR5, 3xDP/HDMI/DVI-D @en",,Gigabyte AMD Radeon RX 580 4GB GAMING Graphics Card@en Card LN80145 - GV-RX580GAMING-4GD | SCAN UK@en
4371361,Computers_and_Accessories,HP,376638-B21 AMI 1GB 184p PC2700 CL2.5 36c 64x4 Registered ECC DDR DIMM T027,"USD, 13.98",HP 376638-B21 AMI 1GB 184p PC2700 CL2.5 36c 64x4 Registered ECC DDR DIMM T027
7161753,Computers_and_Accessories,MSI,,,MSI - Z170I GAMING PRO AC Mini ITX LGA1151 Motherboard Motherboard (Z170I AC) PCPartPicker United Kingdom
7189877,Computers_and_Accessories,,"Disco Solido SSD, 2.5 7mm SATA 6Gbps, 750GB, controladora Marvell 88SS1074, memoria flash 16nm Micron TLC NAND@es",,Crucial MX300 750GB SATA CT750MX300SSD1@es
821086,Computers_and_Accessories,Intel@en,"Quad Core Technology, 3.30GHz clock speed, 14nm Process, 6MB L3 Cache, Dual Channel DDR3/DDR4 Controller, Integrated Iris DX12 Graphics, 3 Year Warranty@en",,Intel Core i5-6600 3.30GHz (Skylake) Socket LGA1151 Processor - Retail@en ▷ Intel Processo… | OcUK@en
17020921,Computers_and_Accessories,HP Enterprise,Description:HP Intelï¿½ Xeonï¿½ X7560 BL680c G7(2.26GHz/8-core/24MB/130W)Full Processor Option KitPart Number(s) Manufacturer Part# 589073-B21,,"589073-B21 HP Xeon X7560 2.26GHz BL680c G7 , Null Price 589073-B21 New 589073-B21 Wholesale"
9213135,Computers_and_Accessories,,"The SanDisk Ultra USB 3.0 flash drive combines faster data speeds and generous capacity in a compact, stylish package. Spend less time waiting and transfer files to the drive up to ten times faster than with a standard USB 2.0 drive. With enough storage capacities, the drive can accommodate your bulkiest media files and documents.","$, 41.99",SanDisk Ultra - USB flash drive 128 GB SanDisk GB SDCZ48-128G-A46 Thumb Drives CDW.com
6147969,Computers_and_Accessories,,Startech.com ST1000BT32 1port Pci 10 100 1000 32 Bit Gb Ethernet Network Adapter Card for $13.97. Free shipping on large orders. 30 day return policy. Secure purchasing. Highly rated company established 1991.@en,,Startech.com ST1000BT32 1port Pci 10 / 100 1000 32 Bit Gb Ethernet Network Adapter Card@en Card for $13.97.@en
16596372,Computers_and_Accessories,,UCFF Intel i5-5250U Intel Core i5,,Intel NUC5i5RYH
7389198,Computers_and_Accessories,,"AMD Ryzen™ 5 1600, S AM4, Six Core, 12 Thread, 3.2GHz, 3.6GHz Turbo, 16MB Cache, 65W, CPU, Retail,+ Wraith Spire Cooler @en",,AMD Ryzen 5 1600 6 Core AM4 CPU/Processor with Wraith Spire 95W cooler@en cooler LN79704 - YD1600BBAEBOX | SCAN UK@en
783417,Computers_and_Accessories,Corsair Microsystems Inc.@en,,,"Corsair Vengeance memory - 4 GB DIMM 240-pin DDR3 Series @en, Corsair 240-pin@en Prices CNET@en"
6608062,Computers_and_Accessories,,,,HP Xeon E5506 Boxed - Prijzen @NL Tweakers@NL
15807338,Computers_and_Accessories,Corsair@en,"1333MHz RAM Speed, CAS 9-9-9-24 Timings, 1.50-1.60v VDIMM, Lifetime Warranty with Corsair.@en",,Corsair XMS3 4GB (2x2GB) DDR3 PC3-10666C9 1333MHz Dual Channel Kit (TW3X4G1333C9A)@en ▷ Corsair Chann… | OcUK@en
10967310,Computers_and_Accessories,,colorful sleeve. The durable neoprene material helps keep your PC safe from the elements as well bumps and scrapes. Easily reversible so you can change colors to suit mood. 1-year HP Commercial Guarantee; @en Wrap laptop in a snug,"CHF@en, 9.00@en","HP Chroma Sleeve (Black/Blue) - 29,46 cm (11,6 )@en 46 (11 6 29"
7685605,Computers_and_Accessories,,"32MB Matrox G55-MDDE32LPDF, PCIe (x1), LFH-60, Passive Cooled Low Profile Graphics Card @en",,Matrox G550 Low Profile Graphics Card - 32MB@en 32MB LN44835 G55-MDDE32LPDF | SCAN UK@en
16784156,Computers_and_Accessories,,"Vengeance Low Profile heat spreaders have a reduced height of 1.03. They're designed for high-performance systems with extra-large CPU coolers, small form factor system builds, or any other space-constrained application where you need high-performance memory but standard Vengeance modules might not fit.","$, 438.89",Corsair Vengeance LPX - DDR4 32 GB: 2 x 16 GB DIMM 288-pin Corsair 288-pin CMK32GX4M2A2400C14 System Memory (RAM) CDWG.com
16290394,Computers_and_Accessories,,"TP-LINK AV1000 - 2-Port Gigabit Passthrough Powerline Starter Kit - puente - GigE, HomePlug AV (HPAV), HomePlug AV (HPAV) 2.0 - conectable en la pared@es",,HOMEPLUG TP-LINK POWERLINE 1000MB ETHERNET 2 PTOS GIGA PASSTHROUGH KIT DE UNIDADES SOPORTA MULTIPLES IPTV STREAMS@es D-Link PowerLine AV2 2000 - Black Friday 2017 @es
16830330,Computers_and_Accessories,Null,"Includes: Battery, MagSafe Power Adapter",,Apple MacBook Pro 15-inch (Hi-Res Antiglare) 2.53GHz Core i5 (Mid 2010) MC372LL/A MacBook 15 HRA | macofalltrades
12305971,Computers_and_Accessories,HP Enterprise,Description:Intel Xeon E5410 ML370 G5(2.33GHz/4-core/12MB/80W) CPQFull Processor Option KitPart Number(s)Option Part# 458418-B21,"$159.95, USD",458418-B21 HP E5410 2.33GHz ML370 G5 Null
60590,Computers_and_Accessories,,,,Acer Swift 1 SF113-31-P4A2 Pink @de Acer Aspire ES1-331-C4UU - Notebook Neuware (OVP ge�ffnet) | Aussteller Notebooks ARLT Computer
